  (0, 9)	0.42765992488571225
  (0, 8)	0.46469832319987003
  (0, 7)	0.5166284963020711
  (0, 6)	0.4919777078588181
  (0, 5)	0.5098654839934399
  (0, 4)	0.5500081402426888
  (0, 3)	0.5254302514840495
  (0, 2)	0.5749552849019387
  (0, 1)	0.5210803528224424
  (0, 0)	1.0000000000000004
  (1, 0)	0.5210803528224424
  (1, 8)	0.4961543854834114
  (1, 7)	0.5513274508262673
  (1, 9)	0.4552162994733347
  (1, 6)	0.5290540101288954
  (1, 5)	0.5530541366721001
  (1, 4)	0.5831135284963207
  (1, 3)	0.5680228236265357
  (1, 2)	0.6304178965686809
  (1, 1)	0.9999999999999999
  (2, 0)	0.5749552849019387
  (2, 1)	0.6304178965686809
  (2, 7)	0.6252718785266758
  (2, 9)	0.4924424900173161
  (2, 6)	0.6319425809108163
  :	:
  (7, 5)	0.5546124868105351
  (7, 6)	0.5246616313400089
  (7, 9)	0.4479734462441024
  (7, 8)	0.5053325254039914
  (7, 7)	1.0
  (8, 0)	0.46469832319987003
  (8, 1)	0.4961543854834114
  (8, 2)	0.6054593325551971
  (8, 3)	0.5165055034228827
  (8, 4)	0.5369714120905618
  (8, 5)	0.5171099622393222
  (8, 6)	0.49354768567375323
  (8, 7)	0.5053325254039914
  (8, 9)	0.40128753487506996
  (8, 8)	0.9999999999999999
  (9, 0)	0.42765992488571225
  (9, 1)	0.4552162994733347
  (9, 2)	0.4924424900173161
  (9, 3)	0.47131129402420757
  (9, 4)	0.4608726208457744
  (9, 5)	0.4434405927140637
  (9, 6)	0.433048718308883
  (9, 7)	0.4479734462441024
  (9, 8)	0.40128753487506996
  (9, 9)	1.0000000000000004
